Project: 2018 Post 45 Charleston Entrance Channel Maintenance and New Work Dredging
Permit: W912HP-18-C-0001
Client: Great Lakes Dredge & Dock Co.
Trip: 54
Vessel Name: GL702
Material Source: UNKNOWN
Transit Start: 5/26/2018 5:44:02 AM
Disposal Start: 5/26/2018 7:18:23 AM
Note: Coordinates are in NAD 1983 StatePlane South Carolina FIPS 3900 Feet

Local Date/Time,Easting,Northing,Heading,Speed (knots),Aft Draft (ft),Fore Draft (ft),Aft Ullage (ft),ForeUllage (ft),Water Depth (ft),Placement Phase,Hull Status
05/26/2018 06:51:23,2398337.85,296300.98,199.75,4.00,17.43,14.92,9.52,11.71,N/A,TRANSIT,CLOSED
05/26/2018 06:51:29,2398324.54,296260.23,198.49,4.00,17.34,14.74,9.53,11.80,N/A,TRANSIT,CLOSED
05/26/2018 06:51:35,2398315.98,296221.53,199.00,4.00,17.16,14.78,9.40,11.75,N/A,TRANSIT,CLOSED
05/26/2018 06:51:42,2398302.61,296177.19,197.79,4.00,17.25,14.42,9.46,11.66,N/A,TRANSIT,CLOSED
05/26/2018 06:51:47,2398291.59,296144.60,198.50,4.00,17.03,14.78,9.58,11.71,N/A,TRANSIT,CLOSED
05/26/2018 06:51:53,2398280.98,296108.77,198.67,4.00,17.03,15.14,9.56,11.73,N/A,TRANSIT,CLOSED
05/26/2018 06:51:59,2398269.18,296066.04,198.37,4.10,17.21,15.19,9.43,11.73,N/A,TRANSIT,CLOSED
05/26/2018 06:52:06,2398259.70,296018.98,199.19,4.10,17.52,15.05,9.55,11.74,N/A,TRANSIT,CLOSED
05/26/2018 06:52:12,2398245.63,295979.12,199.94,4.00,17.48,15.01,9.57,11.77,N/A,TRANSIT,CLOSED
05/26/2018 06:52:17,2398239.07,295947.44,199.80,4.00,17.16,14.96,9.50,11.76,N/A,TRANSIT,CLOSED
05/26/2018 06:52:23,2398227.94,295905.57,201.28,4.10,17.21,14.69,9.50,11.71,N/A,TRANSIT,CLOSED
05/26/2018 06:52:29,2398215.67,295868.12,201.86,4.10,17.12,14.69,9.52,11.72,N/A,TRANSIT,CLOSED
05/26/2018 06:52:35,2398202.11,295828.08,203.26,4.10,17.16,14.69,9.52,11.69,N/A,TRANSIT,CLOSED
05/26/2018 06:52:42,2398186.94,295783.69,204.43,4.10,17.43,15.05,9.53,11.81,N/A,TRANSIT,CLOSED
05/26/2018 06:52:47,2398169.25,295748.36,204.54,4.10,17.34,15.14,9.53,11.75,N/A,TRANSIT,CLOSED
05/26/2018 06:52:53,2398154.41,295711.36,206.75,4.10,17.48,14.83,9.54,11.77,N/A,TRANSIT,CLOSED
05/26/2018 06:52:59,2398136.38,295675.88,208.40,4.10,17.32,14.62,9.57,11.52,N/A,TRANSIT,CLOSED
05/26/2018 06:53:05,2398120.98,295638.32,210.37,4.10,17.03,14.78,9.55,11.56,N/A,TRANSIT,CLOSED
05/26/2018 06:53:11,2398100.76,295603.36,212.49,4.20,17.16,15.01,9.59,11.76,N/A,TRANSIT,CLOSED
05/26/2018 06:53:17,2398078.83,295563.82,214.82,4.20,17.39,15.01,9.56,11.87,N/A,TRANSIT,CLOSED
05/26/2018 06:53:24,2398054.18,295520.92,217.33,4.20,17.37,14.80,9.53,11.78,N/A,TRANSIT,CLOSED
05/26/2018 06:53:29,2398037.52,295491.13,219.97,4.20,17.30,14.96,9.51,11.78,N/A,TRANSIT,CLOSED
05/26/2018 06:53:35,2398009.61,295454.83,221.58,4.10,17.16,15.05,9.47,11.77,N/A,TRANSIT,CLOSED
05/26/2018 06:53:42,2397982.10,295418.38,224.09,4.10,17.34,15.14,9.56,11.80,N/A,TRANSIT,CLOSED
05/26/2018 06:53:47,2397958.48,295392.87,225.94,4.10,17.34,14.74,9.52,11.69,N/A,TRANSIT,CLOSED
05/26/2018 06:53:53,2397930.58,295363.24,228.89,4.20,17.03,14.46,9.54,11.73,N/A,TRANSIT,CLOSED
05/26/2018 06:53:59,2397899.90,295333.18,230.40,4.20,17.05,15.17,9.63,11.69,N/A,TRANSIT,CLOSED
05/26/2018 06:54:06,2397862.04,295298.89,233.38,4.20,17.25,15.32,9.55,11.65,N/A,TRANSIT,CLOSED
05/26/2018 06:54:11,2397835.90,295280.05,234.97,4.10,17.52,15.10,9.55,11.48,N/A,TRANSIT,CLOSED
05/26/2018 06:54:17,2397801.11,295254.83,238.16,4.20,17.41,14.80,9.58,11.71,N/A,TRANSIT,CLOSED
05/26/2018 06:54:23,2397767.78,295232.14,240.00,4.20,17.34,15.28,9.53,11.70,N/A,TRANSIT,CLOSED
05/26/2018 06:54:29,2397733.53,295209.68,242.39,4.10,17.39,15.01,9.55,11.74,N/A,TRANSIT,CLOSED
05/26/2018 06:54:35,2397694.01,295189.24,245.70,4.20,17.30,15.19,9.37,11.65,N/A,TRANSIT,CLOSED
05/26/2018 06:54:42,2397651.91,295169.23,248.04,4.20,17.25,14.83,9.62,11.70,N/A,TRANSIT,CLOSED
05/26/2018 06:54:47,2397621.65,295153.79,251.21,4.00,17.30,14.74,9.66,11.73,N/A,TRANSIT,CLOSED
05/26/2018 06:54:53,2397577.55,295139.94,253.89,4.30,17.16,14.87,9.62,11.72,N/A,TRANSIT,CLOSED
05/26/2018 06:54:59,2397535.79,295126.76,255.44,4.00,17.39,14.74,9.72,11.71,N/A,TRANSIT,CLOSED
05/26/2018 06:55:05,2397497.20,295118.22,256.82,4.20,17.41,15.21,9.62,11.58,N/A,TRANSIT,CLOSED
05/26/2018 06:55:11,2397457.16,295110.23,259.27,4.30,17.16,15.28,9.37,11.54,N/A,TRANSIT,CLOSED
05/26/2018 06:55:17,2397414.84,295101.14,261.41,4.10,17.34,14.96,9.62,11.75,N/A,TRANSIT,CLOSED
05/26/2018 06:55:23,2397378.78,295097.48,263.47,4.20,17.23,15.30,9.77,11.76,N/A,TRANSIT,CLOSED
05/26/2018 06:55:29,2397336.63,295094.08,265.71,4.10,17.30,15.05,9.64,11.61,N/A,TRANSIT,CLOSED
05/26/2018 06:55:35,2397292.68,295092.02,267.32,4.10,17.27,14.80,9.69,11.74,N/A,TRANSIT,CLOSED
05/26/2018 06:55:41,2397251.39,295089.33,268.89,4.10,17.30,14.64,9.56,11.78,N/A,TRANSIT,CLOSED
05/26/2018 06:55:47,2397205.44,295090.61,271.04,4.20,17.39,14.92,9.56,11.78,N/A,TRANSIT,CLOSED
05/26/2018 06:55:53,2397163.19,295093.69,273.85,4.20,17.37,15.12,9.62,11.73,N/A,TRANSIT,CLOSED
05/26/2018 06:55:59,2397122.69,295097.72,276.50,4.00,17.18,14.98,9.52,11.76,N/A,TRANSIT,CLOSED
05/26/2018 06:56:05,2397080.26,295101.99,278.59,4.10,17.34,14.83,9.62,11.78,N/A,TRANSIT,CLOSED
05/26/2018 06:56:12,2397031.97,295110.31,281.69,4.10,17.27,14.80,9.63,11.83,N/A,TRANSIT,CLOSED
05/26/2018 06:56:17,2396996.85,295120.40,285.04,4.10,17.39,15.01,9.61,11.74,N/A,TRANSIT,CLOSED
05/26/2018 06:56:23,2396959.24,295133.14,287.86,4.00,17.43,14.92,9.58,11.76,N/A,TRANSIT,CLOSED
05/26/2018 06:56:29,2396924.02,295148.62,292.00,4.10,17.18,14.71,9.56,11.77,N/A,TRANSIT,CLOSED
05/26/2018 06:56:35,2396885.39,295164.22,294.82,4.10,17.30,14.87,9.61,11.77,N/A,TRANSIT,CLOSED
05/26/2018 06:56:41,2396847.66,295183.87,297.94,4.10,17.18,14.98,9.62,11.76,N/A,TRANSIT,CLOSED
05/26/2018 06:56:47,2396812.99,295204.74,300.73,4.00,17.39,14.74,9.61,11.75,N/A,TRANSIT,CLOSED
05/26/2018 06:56:53,2396777.83,295225.77,303.29,4.20,17.23,14.89,9.62,11.77,N/A,TRANSIT,CLOSED
05/26/2018 06:56:59,2396741.78,295252.20,307.57,4.10,17.34,14.78,9.50,11.80,N/A,TRANSIT,CLOSED
05/26/2018 06:57:05,2396707.18,295279.91,310.33,4.20,17.32,14.89,9.58,11.75,N/A,TRANSIT,CLOSED
05/26/2018 06:57:11,2396678.39,295310.06,314.52,4.10,17.25,14.78,9.49,11.75,N/A,TRANSIT,CLOSED
05/26/2018 06:57:17,2396650.01,295340.08,317.42,4.20,17.18,14.89,9.63,11.83,N/A,TRANSIT,CLOSED
05/26/2018 06:57:23,2396625.01,295372.30,321.26,4.10,17.21,14.74,9.56,11.75,N/A,TRANSIT,CLOSED
05/26/2018 06:57:29,2396600.35,295411.70,323.64,4.20,17.23,14.94,9.57,11.77,N/A,TRANSIT,CLOSED
05/26/2018 06:57:36,2396571.66,295453.09,327.53,4.20,17.25,14.92,9.52,11.80,N/A,TRANSIT,CLOSED
05/26/2018 06:57:41,2396554.87,295484.91,330.49,4.30,17.23,15.07,9.58,11.82,N/A,TRANSIT,CLOSED
05/26/2018 06:57:47,2396533.80,295524.20,333.30,4.20,17.37,14.98,9.54,11.82,N/A,TRANSIT,CLOSED
05/26/2018 06:57:53,2396514.46,295565.52,335.83,4.40,17.30,15.05,9.53,11.78,N/A,TRANSIT,CLOSED
05/26/2018 06:57:59,2396500.75,295607.66,339.63,4.20,17.39,15.10,9.55,11.79,N/A,TRANSIT,CLOSED
05/26/2018 06:58:05,2396483.85,295648.39,340.97,4.40,17.16,15.01,9.54,11.76,N/A,TRANSIT,CLOSED
05/26/2018 06:58:11,2396474.96,295691.24,346.97,4.30,17.46,14.76,9.51,11.80,N/A,TRANSIT,CLOSED
05/26/2018 06:58:18,2396463.84,295740.46,347.46,4.40,17.34,15.14,9.67,11.77,N/A,TRANSIT,CLOSED
05/26/2018 06:58:23,2396456.68,295778.87,350.88,4.40,17.16,14.96,9.49,11.82,N/A,TRANSIT,CLOSED
05/26/2018 06:58:29,2396451.30,295826.34,353.24,4.40,17.41,14.76,9.55,11.76,N/A,TRANSIT,CLOSED
05/26/2018 06:58:35,2396446.03,295871.07,355.02,4.40,17.25,15.10,9.63,11.79,N/A,TRANSIT,CLOSED
05/26/2018 06:58:41,2396446.82,295918.87,357.06,4.50,17.21,15.05,9.52,11.82,N/A,TRANSIT,CLOSED
05/26/2018 06:58:47,2396446.58,295962.29,359.06,4.40,17.39,14.74,9.56,11.80,N/A,TRANSIT,CLOSED
05/26/2018 06:58:53,2396446.59,296007.36,360.60,4.50,17.34,15.28,9.63,11.74,N/A,TRANSIT,CLOSED
05/26/2018 06:58:59,2396451.38,296051.78,1.63,4.50,17.03,15.28,9.67,11.77,N/A,TRANSIT,CLOSED
05/26/2018 06:59:06,2396454.13,296106.48,3.95,4.60,17.23,14.89,9.56,11.77,N/A,TRANSIT,CLOSED
05/26/2018 06:59:12,2396459.77,296155.05,4.90,4.60,17.43,14.92,9.61,11.73,N/A,TRANSIT,CLOSED
05/26/2018 06:59:17,2396466.45,296190.82,6.68,4.60,17.21,14.96,9.52,11.80,N/A,TRANSIT,CLOSED
05/26/2018 06:59:23,2396475.93,296236.86,8.37,4.60,17.43,15.28,9.57,11.69,N/A,TRANSIT,CLOSED
05/26/2018 06:59:29,2396483.68,296284.16,9.05,4.60,17.52,15.01,9.51,11.66,N/A,TRANSIT,CLOSED
05/26/2018 06:59:35,2396493.33,296327.63,10.83,4.60,17.32,14.89,9.59,11.80,N/A,TRANSIT,CLOSED
05/26/2018 06:59:41,2396503.57,296377.21,12.09,4.70,17.32,14.98,9.58,11.79,N/A,TRANSIT,CLOSED
05/26/2018 06:59:47,2396511.54,296423.87,12.60,4.60,17.23,15.12,9.57,11.77,N/A,TRANSIT,CLOSED
05/26/2018 06:59:53,2396522.92,296471.65,13.62,4.80,17.23,15.21,9.57,11.78,N/A,TRANSIT,CLOSED
05/26/2018 06:59:59,2396536.71,296518.33,14.23,4.70,17.30,15.10,9.53,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:00:05,2396553.19,296564.51,14.62,4.80,16.46,15.26,9.56,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:00:11,2396568.24,296609.50,16.59,4.70,17.14,15.07,9.54,11.67,N/A,TRANSIT,CLOSED
05/26/2018 07:00:17,2396581.98,296657.35,17.19,4.80,17.34,15.32,9.58,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:00:24,2396600.11,296709.78,17.07,4.90,17.37,15.17,9.60,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:00:29,2396615.83,296747.47,18.79,4.80,17.05,14.98,9.64,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:00:35,2396631.30,296792.77,18.25,4.80,17.27,14.89,9.55,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:00:41,2396648.05,296838.49,18.17,4.80,17.30,15.32,9.56,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:00:47,2396667.06,296886.23,20.42,4.80,17.05,15.21,9.48,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:00:53,2396683.49,296931.14,20.78,4.80,17.34,15.05,9.57,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:00:59,2396701.49,296975.23,22.72,4.80,17.46,14.98,9.46,11.54,N/A,TRANSIT,CLOSED
05/26/2018 07:01:05,2396721.56,297019.94,21.20,4.70,17.21,15.23,9.37,11.70,N/A,TRANSIT,CLOSED
05/26/2018 07:01:11,2396738.13,297064.19,21.64,4.90,17.27,15.21,9.41,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:01:17,2396757.51,297105.46,23.16,4.70,17.34,14.92,9.63,11.70,N/A,TRANSIT,CLOSED
05/26/2018 07:01:23,2396779.51,297150.67,24.11,4.80,17.27,15.21,9.56,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:01:29,2396803.34,297196.15,24.60,4.80,17.16,15.28,9.59,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:01:35,2396824.51,297235.98,26.30,4.80,17.12,15.28,9.59,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:01:41,2396848.90,297280.43,26.50,4.80,17.21,15.10,9.56,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:01:47,2396871.62,297324.39,28.25,4.80,17.46,14.89,9.53,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:01:53,2396894.08,297367.45,26.88,4.80,17.50,15.26,9.54,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:01:59,2396916.10,297410.64,28.84,4.80,17.21,15.10,9.53,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:02:06,2396941.96,297459.45,29.71,4.80,17.05,14.80,9.73,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:02:11,2396965.46,297498.12,30.30,4.80,17.16,15.28,9.59,11.72,N/A,TRANSIT,CLOSED
05/26/2018 07:02:17,2396991.13,297542.68,30.33,4.80,16.96,15.07,9.58,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:02:23,2397018.52,297582.23,32.14,4.90,17.37,14.89,9.66,11.59,N/A,TRANSIT,CLOSED
05/26/2018 07:02:29,2397042.67,297624.11,33.20,4.80,17.61,15.05,9.62,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:02:35,2397069.65,297661.02,34.41,4.80,17.25,15.05,9.59,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:02:41,2397092.35,297700.05,34.48,4.80,16.91,15.07,9.69,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:02:47,2397120.92,297738.41,35.40,4.80,16.96,15.07,9.55,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:02:53,2397152.67,297781.30,34.67,4.80,17.21,15.05,9.54,11.65,N/A,TRANSIT,CLOSED
05/26/2018 07:03:00,2397186.73,297829.72,35.93,4.80,17.34,15.37,9.54,11.79,N/A,TRANSIT,CLOSED
05/26/2018 07:03:05,2397209.56,297859.93,36.36,4.80,17.48,15.46,9.48,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:03:11,2397236.39,297895.06,36.77,4.70,17.37,15.12,9.54,11.70,N/A,TRANSIT,CLOSED
05/26/2018 07:03:17,2397265.78,297932.89,37.57,4.80,17.12,15.19,9.62,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:03:23,2397295.36,297974.07,36.73,4.80,17.25,15.23,9.54,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:03:29,2397324.38,298011.11,38.34,4.80,17.37,15.12,9.50,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:03:35,2397355.48,298049.51,38.54,4.80,17.39,15.01,9.62,11.70,N/A,TRANSIT,CLOSED
05/26/2018 07:03:41,2397383.97,298086.82,39.81,4.80,17.43,15.32,9.51,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:03:48,2397419.41,298128.83,39.48,4.80,17.27,15.21,9.54,11.80,N/A,TRANSIT,CLOSED
05/26/2018 07:03:53,2397444.41,298161.18,40.78,4.80,17.18,15.21,9.55,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:03:59,2397475.53,298194.89,40.21,4.80,17.05,15.21,9.62,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:04:05,2397506.52,298231.41,42.21,4.80,17.27,15.12,9.60,11.79,N/A,TRANSIT,CLOSED
05/26/2018 07:04:11,2397539.14,298269.81,42.41,4.80,17.14,15.26,9.60,11.81,N/A,TRANSIT,CLOSED
05/26/2018 07:04:17,2397569.73,298307.57,42.62,4.80,17.21,15.10,9.57,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:04:23,2397604.05,298342.44,43.30,4.80,17.32,14.98,9.63,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:04:29,2397635.90,298378.21,43.67,4.80,16.96,15.21,9.55,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:04:35,2397668.46,298413.65,43.80,4.80,17.07,15.14,9.56,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:04:41,2397700.34,298448.63,43.79,4.80,17.41,15.03,9.53,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:04:47,2397733.11,298485.15,42.92,4.80,17.16,15.28,9.57,11.69,N/A,TRANSIT,CLOSED
05/26/2018 07:04:53,2397763.95,298519.28,43.68,4.80,17.05,15.30,9.49,11.71,N/A,TRANSIT,CLOSED
05/26/2018 07:04:59,2397799.27,298553.13,44.73,4.80,17.61,15.28,9.55,11.80,N/A,TRANSIT,CLOSED
05/26/2018 07:05:05,2397831.19,298588.97,45.57,4.70,17.59,15.48,9.47,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:05:11,2397866.37,298624.06,46.55,4.80,17.21,15.23,9.56,11.72,N/A,TRANSIT,CLOSED
05/26/2018 07:05:18,2397906.41,298662.42,47.36,4.70,17.09,14.80,9.47,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:05:23,2397938.81,298689.42,48.96,4.80,17.39,14.87,9.49,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:05:29,2397977.34,298723.00,50.65,4.80,17.05,15.21,9.53,11.69,N/A,TRANSIT,CLOSED
05/26/2018 07:05:35,2398015.56,298753.23,52.54,4.80,17.23,14.94,9.63,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:05:41,2398052.21,298781.53,53.98,4.80,17.37,14.80,9.56,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:05:47,2398092.28,298807.07,53.85,4.80,17.05,15.03,9.49,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:05:53,2398128.69,298837.22,56.59,4.80,17.05,14.94,9.52,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:06:00,2398176.86,298869.51,56.92,4.80,17.43,15.01,9.57,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:06:05,2398211.17,298889.40,58.63,4.80,17.09,15.03,9.46,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:06:11,2398254.04,298915.15,59.25,4.80,17.48,15.10,9.54,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:06:18,2398302.34,298945.25,60.26,4.80,17.52,15.23,9.48,11.69,N/A,TRANSIT,CLOSED
05/26/2018 07:06:23,2398336.94,298963.60,61.30,4.80,17.05,14.94,9.65,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:06:29,2398380.17,298986.67,62.91,4.80,17.18,15.12,9.42,11.82,N/A,TRANSIT,CLOSED
05/26/2018 07:06:36,2398431.27,299012.03,64.23,4.80,17.00,15.17,9.57,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:06:41,2398469.38,299029.39,65.91,4.70,17.52,15.05,9.47,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:06:47,2398511.89,299047.66,67.41,4.80,17.21,15.05,9.44,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:06:53,2398557.17,299066.01,70.02,4.80,17.16,15.28,9.56,11.66,N/A,TRANSIT,CLOSED
05/26/2018 07:06:59,2398605.73,299083.48,72.40,4.80,17.66,14.87,9.45,11.63,N/A,TRANSIT,CLOSED
05/26/2018 07:07:05,2398651.55,299096.78,74.67,4.70,17.55,14.80,9.38,11.66,N/A,TRANSIT,CLOSED
05/26/2018 07:07:12,2398704.61,299109.93,76.32,4.70,17.27,15.26,9.56,11.64,N/A,TRANSIT,CLOSED
05/26/2018 07:07:17,2398748.70,299118.87,78.59,4.70,17.03,15.41,9.52,11.71,N/A,TRANSIT,CLOSED
05/26/2018 07:07:23,2398793.94,299128.19,80.27,4.80,17.14,15.26,9.57,11.67,N/A,TRANSIT,CLOSED
05/26/2018 07:07:30,2398847.77,299138.27,83.34,4.70,17.27,14.98,9.46,11.62,N/A,TRANSIT,CLOSED
05/26/2018 07:07:35,2398884.55,299141.43,86.76,4.70,17.32,15.03,9.48,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:07:41,2398932.69,299144.34,89.32,4.70,17.43,15.14,9.41,11.84,N/A,TRANSIT,CLOSED
05/26/2018 07:07:47,2398976.57,299146.27,92.40,4.70,17.39,15.23,9.51,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:07:53,2399026.85,299146.12,95.69,4.60,17.32,14.80,9.36,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:07:59,2399074.76,299143.12,99.21,4.70,16.94,14.60,9.54,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:08:06,2399127.87,299137.66,103.17,4.60,16.66,14.64,9.64,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:08:11,2399168.39,299131.05,106.67,4.60,17.34,15.05,9.52,11.56,N/A,TRANSIT,CLOSED
05/26/2018 07:08:17,2399210.03,299119.91,109.31,4.50,17.59,14.89,9.49,11.72,N/A,TRANSIT,CLOSED
05/26/2018 07:08:23,2399252.19,299107.21,112.57,4.60,17.14,14.71,9.52,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:08:30,2399300.01,299089.87,115.42,4.50,17.18,14.58,9.56,11.69,N/A,TRANSIT,CLOSED
05/26/2018 07:08:35,2399333.84,299075.23,118.82,4.50,17.12,14.60,9.47,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:08:42,2399378.80,299054.27,123.38,4.50,17.16,14.78,9.46,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:08:47,2399411.26,299034.61,125.88,4.50,17.34,14.78,9.44,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:08:53,2399447.57,299011.60,129.57,4.40,17.30,14.51,9.43,11.85,N/A,TRANSIT,CLOSED
05/26/2018 07:08:59,2399482.99,298988.77,133.30,4.40,17.16,14.64,9.52,11.82,N/A,TRANSIT,CLOSED
05/26/2018 07:09:06,2399521.52,298955.74,138.16,4.30,17.05,14.62,9.47,11.82,N/A,TRANSIT,CLOSED
05/26/2018 07:09:11,2399547.31,298929.10,142.49,4.30,17.30,14.55,9.42,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:09:17,2399574.70,298897.95,144.63,4.30,17.37,14.80,9.41,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:09:23,2399603.05,298864.66,149.00,4.30,17.39,14.87,9.46,11.79,N/A,TRANSIT,CLOSED
05/26/2018 07:09:29,2399628.97,298828.72,153.44,4.30,17.43,15.01,9.50,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:09:36,2399653.38,298787.07,158.04,4.30,17.50,14.71,9.49,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:09:42,2399672.72,298749.75,161.42,4.10,17.39,14.78,9.49,11.81,N/A,TRANSIT,CLOSED
05/26/2018 07:09:47,2399685.19,298716.98,165.76,4.20,17.05,14.80,9.46,11.81,N/A,TRANSIT,CLOSED
05/26/2018 07:09:53,2399698.83,298679.37,169.95,4.10,17.32,14.71,9.49,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:10:00,2399711.91,298632.55,174.16,4.10,17.27,14.80,9.52,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:10:05,2399717.75,298599.15,177.03,4.00,17.23,14.71,9.49,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:10:12,2399725.45,298552.55,181.00,4.00,17.18,14.76,9.49,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:10:17,2399728.11,298519.12,185.42,4.00,17.12,15.19,9.51,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:10:23,2399728.01,298479.86,187.58,4.00,17.43,15.01,9.58,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:10:29,2399723.67,298439.11,191.04,3.90,17.39,14.92,9.55,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:10:35,2399719.47,298403.36,193.80,3.90,17.32,14.71,9.47,11.81,N/A,TRANSIT,CLOSED
05/26/2018 07:10:42,2399712.72,298360.11,195.40,3.90,17.27,14.94,9.58,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:10:47,2399706.76,298329.47,197.98,3.90,17.30,15.14,9.57,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:10:53,2399694.86,298288.79,199.60,3.90,17.55,14.89,9.57,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:10:59,2399685.46,298252.27,203.14,3.90,17.48,14.74,9.62,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:11:06,2399670.10,298209.14,205.39,3.90,17.09,14.76,9.60,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:11:11,2399660.50,298177.04,207.51,3.90,17.12,14.64,9.49,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:11:17,2399648.57,298140.38,209.88,3.90,17.16,14.60,9.58,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:11:24,2399629.63,298098.23,213.60,3.90,17.09,14.85,9.59,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:11:29,2399615.15,298069.21,214.62,4.00,17.30,15.01,9.47,11.64,N/A,TRANSIT,CLOSED
05/26/2018 07:11:35,2399593.11,298034.67,216.31,4.00,17.46,14.71,9.44,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:11:41,2399570.26,298000.53,218.98,4.00,17.43,15.01,9.41,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:11:47,2399545.44,297964.80,220.56,4.00,17.41,14.89,9.44,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:11:53,2399521.32,297931.64,222.77,4.00,17.41,14.44,9.53,11.83,N/A,TRANSIT,CLOSED
05/26/2018 07:11:59,2399495.04,297901.81,223.53,4.00,17.23,14.85,9.69,11.79,N/A,TRANSIT,CLOSED
05/26/2018 07:12:05,2399465.49,297869.12,226.08,4.00,17.14,15.21,9.60,11.61,N/A,TRANSIT,CLOSED
05/26/2018 07:12:11,2399442.26,297840.64,226.88,4.10,17.52,14.87,9.56,11.66,N/A,TRANSIT,CLOSED
05/26/2018 07:12:17,2399415.93,297811.58,227.72,4.10,17.27,14.98,9.56,11.70,N/A,TRANSIT,CLOSED
05/26/2018 07:12:23,2399387.59,297780.51,229.41,4.00,17.07,15.14,9.54,11.72,N/A,TRANSIT,CLOSED
