Project: 2018 Post 45 Charleston Entrance Channel Maintenance and New Work Dredging
Permit: W912HP-18-C-0001
Client: Great Lakes Dredge & Dock Co.
Trip: 54
Vessel Name: GL702
Material Source: UNKNOWN
Transit Start: 5/26/2018 5:44:02 AM
Disposal Start: 5/26/2018 7:18:23 AM
Note: Coordinates are in NAD 1983 StatePlane South Carolina FIPS 3900 Feet

Local Date/Time,Easting,Northing,Heading,Speed (knots),Aft Draft (ft),Fore Draft (ft),Aft Ullage (ft),ForeUllage (ft),Water Depth (ft),Placement Phase,Hull Status
05/26/2018 07:12:30,2399353.27,297745.98,229.29,4.20,17.07,14.74,9.66,11.64,N/A,TRANSIT,CLOSED
05/26/2018 07:12:35,2399323.57,297721.46,230.37,4.00,17.18,13.58,9.65,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:12:42,2399288.48,297691.82,231.74,4.10,17.05,14.89,9.47,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:12:47,2399263.64,297666.71,231.32,4.10,17.34,14.78,9.49,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:12:53,2399233.71,297639.05,231.32,4.10,17.41,14.62,9.54,11.64,N/A,TRANSIT,CLOSED
05/26/2018 07:12:59,2399204.52,297609.48,230.27,4.10,17.07,14.83,9.65,11.63,N/A,TRANSIT,CLOSED
05/26/2018 07:13:05,2399171.84,297582.52,230.86,4.20,17.09,14.76,9.49,11.79,N/A,TRANSIT,CLOSED
05/26/2018 07:13:12,2399133.88,297550.00,229.47,4.20,17.23,14.67,9.70,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:13:17,2399106.45,297526.81,228.63,4.20,17.09,14.80,9.60,11.62,N/A,TRANSIT,CLOSED
05/26/2018 07:13:23,2399081.10,297498.64,228.67,4.10,16.96,14.71,9.50,11.55,N/A,TRANSIT,CLOSED
05/26/2018 07:13:29,2399050.37,297470.85,228.07,4.10,17.05,14.80,9.41,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:13:35,2399020.89,297442.41,226.89,4.10,17.16,14.60,9.42,11.69,N/A,TRANSIT,CLOSED
05/26/2018 07:13:41,2398989.22,297412.18,226.26,4.30,17.18,14.98,9.55,11.82,N/A,TRANSIT,CLOSED
05/26/2018 07:13:48,2398953.76,297376.56,226.26,4.30,17.32,14.71,9.47,11.79,N/A,TRANSIT,CLOSED
05/26/2018 07:13:53,2398930.21,297351.62,224.86,4.30,17.16,14.78,9.43,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:14:00,2398899.82,297319.02,223.69,4.20,17.18,14.80,9.41,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:14:06,2398872.12,297287.63,223.58,4.20,17.18,14.78,9.52,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:14:12,2398844.57,297253.71,222.24,4.30,17.32,14.71,9.43,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:14:17,2398824.96,297225.39,220.32,4.20,17.21,14.60,9.59,11.71,N/A,TRANSIT,CLOSED
05/26/2018 07:14:23,2398798.61,297192.01,218.17,4.30,17.25,14.87,9.65,11.73,N/A,TRANSIT,CLOSED
05/26/2018 07:14:30,2398764.89,297150.79,217.35,4.30,17.09,14.98,9.67,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:14:35,2398746.43,297121.85,215.81,4.20,17.32,14.62,9.68,11.79,N/A,TRANSIT,CLOSED
05/26/2018 07:14:41,2398722.13,297086.11,214.83,4.40,17.18,14.49,9.69,11.68,N/A,TRANSIT,CLOSED
05/26/2018 07:14:47,2398697.18,297047.77,215.04,4.20,16.96,14.80,9.63,11.64,N/A,TRANSIT,CLOSED
05/26/2018 07:14:53,2398671.97,297009.56,214.71,4.30,17.05,15.21,9.56,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:14:59,2398651.70,296972.75,215.20,4.30,17.43,14.78,9.44,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:15:06,2398625.26,296932.57,213.29,4.30,17.70,15.14,9.57,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:15:11,2398607.06,296901.52,212.68,4.40,17.37,15.26,9.58,11.55,N/A,TRANSIT,CLOSED
05/26/2018 07:15:17,2398589.76,296858.84,211.91,4.30,17.23,14.85,9.52,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:15:23,2398566.69,296817.46,210.55,4.40,17.30,14.64,9.62,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:15:29,2398545.30,296780.56,209.41,4.30,17.09,14.71,9.64,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:15:35,2398526.78,296739.72,209.44,4.30,17.05,14.80,9.53,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:15:41,2398504.87,296702.02,207.99,4.40,17.18,15.17,9.53,11.81,N/A,TRANSIT,CLOSED
05/26/2018 07:15:47,2398485.90,296661.05,206.02,4.40,17.50,15.21,9.54,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:15:53,2398468.06,296621.15,205.61,4.40,17.70,15.10,9.53,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:15:59,2398448.92,296579.54,205.39,4.40,17.59,14.62,9.53,11.67,N/A,TRANSIT,CLOSED
05/26/2018 07:16:05,2398434.40,296536.17,205.18,4.30,17.18,14.71,9.56,11.71,N/A,TRANSIT,CLOSED
05/26/2018 07:16:11,2398417.06,296493.48,206.10,4.40,17.09,15.03,9.58,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:16:17,2398402.00,296452.12,205.25,4.40,17.34,14.83,9.61,11.82,N/A,TRANSIT,CLOSED
05/26/2018 07:16:23,2398386.40,296414.39,205.35,4.40,17.18,14.76,9.54,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:16:29,2398368.40,296370.34,205.08,4.40,17.05,14.80,9.42,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:16:35,2398354.88,296330.21,205.19,4.40,17.27,14.85,9.47,11.79,N/A,TRANSIT,CLOSED
05/26/2018 07:16:41,2398339.86,296290.66,206.24,4.40,17.23,14.85,9.66,11.83,N/A,TRANSIT,CLOSED
05/26/2018 07:16:47,2398326.07,296249.44,206.52,4.30,17.18,15.12,9.69,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:16:53,2398310.82,296205.97,207.11,4.30,17.23,14.85,9.71,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:16:59,2398295.24,296167.60,206.23,4.30,17.23,14.62,9.48,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:17:05,2398277.22,296126.59,206.92,4.30,17.16,14.60,9.43,11.82,N/A,TRANSIT,CLOSED
05/26/2018 07:17:11,2398259.51,296085.47,207.41,4.40,17.09,14.85,9.58,11.75,N/A,TRANSIT,CLOSED
05/26/2018 07:17:18,2398241.44,296037.87,208.20,4.30,17.34,14.92,9.54,11.80,N/A,TRANSIT,CLOSED
05/26/2018 07:17:23,2398223.81,296005.65,209.24,4.30,17.18,14.85,9.54,11.80,N/A,TRANSIT,CLOSED
05/26/2018 07:17:29,2398205.43,295965.86,212.21,4.30,17.21,15.05,9.60,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:17:35,2398184.92,295924.89,213.57,4.40,17.55,14.94,9.47,11.69,N/A,TRANSIT,CLOSED
05/26/2018 07:17:41,2398162.31,295885.21,215.68,4.40,17.46,14.89,9.48,11.77,N/A,TRANSIT,CLOSED
05/26/2018 07:17:47,2398140.67,295847.41,216.43,4.40,17.41,14.67,9.60,11.78,N/A,TRANSIT,CLOSED
05/26/2018 07:17:53,2398117.96,295813.59,217.54,4.40,17.59,14.80,9.55,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:17:59,2398096.22,295777.22,219.09,4.30,17.25,14.69,9.72,11.72,N/A,TRANSIT,CLOSED
05/26/2018 07:18:06,2398065.09,295732.24,219.37,4.20,17.05,14.76,9.70,11.74,N/A,TRANSIT,CLOSED
05/26/2018 07:18:11,2398041.01,295703.80,220.35,4.40,17.30,14.92,9.54,11.76,N/A,TRANSIT,CLOSED
05/26/2018 07:18:17,2398016.66,295666.39,222.00,4.30,17.39,14.78,9.48,11.91,N/A,TRANSIT,CLOSED
05/26/2018 07:18:23,2397990.00,295633.22,221.91,4.30,16.71,15.19,9.72,13.76,N/A,DISPOSAL,OPEN
05/26/2018 07:18:29,2397961.41,295598.97,223.67,4.30,17.32,14.21,15.48,18.34,N/A,DISPOSAL,OPEN
05/26/2018 07:18:35,2397933.03,295561.98,224.53,4.40,14.22,8.53,19.90,24.32,N/A,DISPOSAL,OPEN
05/26/2018 07:18:42,2397899.18,295524.50,226.09,4.40,9.38,6.99,25.61,26.82,N/A,DISPOSAL,OPEN
05/26/2018 07:18:47,2397872.92,295494.56,225.65,4.60,7.79,5.59,24.83,27.03,N/A,DISPOSAL,OPEN
05/26/2018 07:18:53,2397839.54,295460.89,225.20,4.80,7.38,5.91,25.41,27.18,N/A,DISPOSAL,OPEN
05/26/2018 07:18:59,2397806.39,295426.87,224.97,4.90,7.84,6.00,24.63,27.35,N/A,DISPOSAL,OPEN
05/26/2018 07:19:06,2397769.44,295388.18,224.96,4.90,7.38,5.82,23.74,27.03,N/A,DISPOSAL,OPEN
05/26/2018 07:19:11,2397741.17,295354.77,224.13,4.90,7.84,5.77,23.08,26.43,N/A,DISPOSAL,OPEN
05/26/2018 07:19:17,2397705.71,295314.27,223.00,5.00,7.66,6.68,23.61,25.87,N/A,DISPOSAL,OPEN
05/26/2018 07:19:23,2397673.67,295274.82,221.62,4.80,8.76,6.84,22.87,25.60,N/A,DISPOSAL,OPEN
05/26/2018 07:19:30,2397637.64,295230.26,220.60,4.90,8.29,6.68,22.54,24.96,N/A,DISPOSAL,OPEN
05/26/2018 07:19:35,2397614.65,295197.06,218.61,4.80,8.65,6.77,20.39,24.94,N/A,DISPOSAL,OPEN
05/26/2018 07:19:41,2397587.06,295160.05,217.04,4.80,8.11,7.67,20.55,24.84,N/A,DISPOSAL,OPEN
05/26/2018 07:19:47,2397560.80,295117.89,216.40,4.70,8.72,8.51,20.59,23.98,N/A,DISPOSAL,OPEN
05/26/2018 07:19:53,2397535.52,295075.79,215.79,5.00,9.83,7.76,21.62,24.07,N/A,DISPOSAL,OPEN
05/26/2018 07:19:59,2397509.82,295034.23,214.42,4.80,11.19,8.71,21.63,23.49,N/A,DISPOSAL,OPEN
05/26/2018 07:20:05,2397483.71,294994.75,214.72,4.80,10.73,9.62,22.09,23.27,N/A,DISPOSAL,OPEN
05/26/2018 07:20:11,2397456.89,294950.85,214.84,4.70,11.32,8.71,20.86,23.30,N/A,DISPOSAL,OPEN
05/26/2018 07:20:17,2397433.59,294908.55,214.64,4.80,10.67,9.37,20.33,22.55,N/A,DISPOSAL,OPEN
05/26/2018 07:20:23,2397409.51,294866.73,212.89,4.80,10.73,9.21,19.17,23.19,N/A,DISPOSAL,OPEN
05/26/2018 07:20:29,2397383.71,294822.25,213.01,4.80,11.41,10.30,20.19,23.20,N/A,DISPOSAL,OPEN
05/26/2018 07:20:35,2397361.74,294781.13,211.25,4.70,11.50,9.53,19.86,23.13,N/A,DISPOSAL,OPEN
05/26/2018 07:20:41,2397339.07,294742.15,210.61,4.70,11.53,9.73,19.50,22.27,N/A,DISPOSAL,OPEN
05/26/2018 07:20:47,2397317.24,294703.20,210.78,4.60,11.05,9.48,19.85,23.01,N/A,DISPOSAL,OPEN
05/26/2018 07:20:53,2397291.67,294659.75,209.07,4.80,11.05,10.16,20.69,22.58,N/A,DISPOSAL,OPEN
05/26/2018 07:20:59,2397269.15,294618.60,210.37,4.80,10.64,9.21,21.48,23.57,N/A,DISPOSAL,OPEN
05/26/2018 07:21:05,2397246.95,294577.50,210.12,4.60,9.83,8.13,19.70,23.83,N/A,DISPOSAL,OPEN
05/26/2018 07:21:11,2397223.86,294535.55,211.14,4.70,10.37,8.49,21.60,24.57,N/A,DISPOSAL,OPEN
05/26/2018 07:21:17,2397202.04,294493.14,213.04,4.50,9.19,8.35,20.78,24.57,N/A,DISPOSAL,OPEN
05/26/2018 07:21:23,2397174.86,294452.43,214.06,4.60,9.56,7.90,21.74,25.10,N/A,DISPOSAL,OPEN
05/26/2018 07:21:29,2397148.51,294412.19,215.58,4.60,8.97,7.13,23.10,24.57,N/A,DISPOSAL,OPEN
05/26/2018 07:21:35,2397119.75,294370.38,216.67,4.70,10.42,7.58,24.21,25.11,N/A,DISPOSAL,OPEN
05/26/2018 07:21:41,2397094.73,294337.84,217.23,4.60,9.47,7.18,24.05,25.86,N/A,DISPOSAL,OPEN
05/26/2018 07:21:47,2397064.40,294298.49,220.18,4.70,9.24,6.54,23.20,26.48,N/A,DISPOSAL,OPEN
05/26/2018 07:21:53,2397031.53,294263.04,220.90,4.90,7.93,6.90,22.50,26.27,N/A,DISPOSAL,OPEN
05/26/2018 07:21:59,2397000.58,294223.12,222.53,4.80,7.56,6.86,22.86,26.58,N/A,DISPOSAL,OPEN
05/26/2018 07:22:05,2396965.01,294186.69,226.17,4.90,6.93,5.50,23.58,26.90,N/A,DISPOSAL,OPEN
05/26/2018 07:22:11,2396930.36,294152.58,227.97,4.60,7.43,5.82,24.82,26.85,N/A,DISPOSAL,OPEN
05/26/2018 07:22:17,2396894.20,294117.36,229.80,4.80,8.11,5.68,25.48,26.89,N/A,DISPOSAL,OPEN
05/26/2018 07:22:23,2396859.48,294089.63,231.26,4.50,7.79,5.41,25.35,27.30,N/A,DISPOSAL,OPEN
05/26/2018 07:22:29,2396824.61,294059.17,232.93,4.50,7.75,4.87,25.60,27.57,N/A,DISPOSAL,OPEN
05/26/2018 07:22:35,2396787.42,294033.96,235.32,4.40,6.84,5.50,24.80,27.83,N/A,DISPOSAL,OPEN
05/26/2018 07:22:42,2396743.70,294003.22,236.76,4.30,6.75,4.46,25.66,27.80,N/A,DISPOSAL,OPEN
05/26/2018 07:22:47,2396710.06,293985.47,238.27,4.40,6.52,4.28,25.53,28.29,N/A,DISPOSAL,OPEN
05/26/2018 07:22:53,2396671.28,293965.35,241.52,4.50,6.16,4.91,25.50,28.25,N/A,DISPOSAL,OPEN
05/26/2018 07:22:59,2396631.46,293945.02,245.75,4.50,6.39,4.55,25.58,28.68,N/A,DISPOSAL,OPEN
05/26/2018 07:23:06,2396578.76,293923.09,249.27,4.50,6.16,4.46,26.06,28.52,N/A,DISPOSAL,OPEN
05/26/2018 07:23:11,2396542.52,293910.39,252.28,4.40,5.71,4.19,26.20,28.63,N/A,DISPOSAL,OPEN
05/26/2018 07:23:17,2396498.59,293898.74,256.67,4.50,5.98,4.37,26.21,28.78,N/A,DISPOSAL,OPEN
05/26/2018 07:23:23,2396452.31,293887.51,261.95,4.40,5.53,4.14,26.27,28.68,N/A,RETURN,CLOSED
05/26/2018 07:23:29,2396406.41,293882.46,266.48,4.50,5.53,4.10,26.07,28.78,N/A,RETURN,CLOSED
05/26/2018 07:23:36,2396354.37,293879.53,271.53,4.50,5.30,3.69,25.98,28.97,N/A,RETURN,CLOSED
05/26/2018 07:23:41,2396320.94,293882.77,276.14,4.70,5.53,3.46,25.96,29.12,N/A,RETURN,CLOSED
05/26/2018 07:23:47,2396271.58,293890.43,280.27,4.70,5.48,3.96,26.17,29.34,N/A,RETURN,CLOSED
05/26/2018 07:23:53,2396222.79,293899.74,284.69,4.70,5.23,3.26,26.44,29.64,N/A,RETURN,CLOSED
05/26/2018 07:23:59,2396178.45,293912.55,288.69,4.60,5.35,4.01,26.67,27.77,N/A,RETURN,CLOSED
05/26/2018 07:24:05,2396131.71,293931.55,293.23,5.00,5.17,3.51,26.78,27.84,N/A,RETURN,CLOSED
05/26/2018 07:24:11,2396085.45,293953.25,296.91,4.60,5.35,3.96,26.85,28.14,N/A,RETURN,CLOSED
05/26/2018 07:24:17,2396041.78,293978.26,300.87,5.10,5.08,3.87,26.78,28.30,N/A,RETURN,CLOSED
05/26/2018 07:24:23,2395999.80,294004.20,303.93,4.90,5.30,3.46,26.86,28.51,N/A,RETURN,CLOSED
05/26/2018 07:24:29,2395956.68,294037.19,307.79,5.10,5.03,3.78,26.16,28.72,N/A,RETURN,CLOSED
05/26/2018 07:24:36,2395912.36,294077.28,311.72,5.10,5.21,3.46,26.36,28.90,N/A,RETURN,CLOSED
05/26/2018 07:24:41,2395881.59,294108.44,315.87,5.30,5.21,3.42,26.43,28.90,N/A,RETURN,CLOSED
05/26/2018 07:24:47,2395844.57,294150.65,320.99,5.40,5.03,4.01,26.54,29.07,N/A,RETURN,CLOSED
05/26/2018 07:24:53,2395810.66,294193.75,325.75,5.30,5.17,3.24,26.66,28.24,N/A,RETURN,CLOSED
05/26/2018 07:24:59,2395779.14,294239.26,329.74,5.40,5.08,3.96,26.77,28.02,N/A,RETURN,CLOSED
05/26/2018 07:25:06,2395746.57,294297.32,333.99,5.60,5.08,3.24,26.56,28.17,N/A,RETURN,CLOSED
05/26/2018 07:25:12,2395722.50,294347.80,337.52,5.40,5.08,3.83,26.92,28.20,N/A,RETURN,CLOSED
05/26/2018 07:25:17,2395704.99,294388.54,340.47,5.60,5.21,3.10,26.68,28.44,N/A,RETURN,CLOSED
05/26/2018 07:25:23,2395683.79,294442.09,344.03,5.60,4.85,4.01,26.88,28.60,N/A,RETURN,CLOSED
05/26/2018 07:25:29,2395666.20,294495.59,346.90,5.80,5.21,3.06,26.25,28.67,N/A,RETURN,CLOSED
05/26/2018 07:25:36,2395649.94,294564.49,349.41,5.70,5.12,3.96,26.65,28.88,N/A,RETURN,CLOSED
05/26/2018 07:25:41,2395641.87,294612.26,350.78,5.80,5.12,3.33,26.52,28.80,N/A,RETURN,CLOSED
05/26/2018 07:25:47,2395634.00,294673.70,353.29,5.80,5.21,3.19,26.67,28.98,N/A,RETURN,CLOSED
05/26/2018 07:25:53,2395625.40,294732.02,356.24,5.80,5.17,3.64,26.87,28.09,N/A,RETURN,CLOSED
05/26/2018 07:25:59,2395623.70,294790.79,359.31,5.80,5.12,3.74,26.75,28.31,N/A,RETURN,CLOSED
05/26/2018 07:26:05,2395622.88,294851.11,2.28,5.90,5.21,3.37,26.80,28.35,N/A,RETURN,CLOSED
05/26/2018 07:26:11,2395627.08,294911.24,4.89,5.90,5.12,3.74,26.94,28.48,N/A,RETURN,CLOSED
05/26/2018 07:26:17,2395634.31,294972.95,8.08,6.00,5.12,3.69,26.86,28.64,N/A,RETURN,CLOSED
05/26/2018 07:26:23,2395639.93,295032.27,9.41,6.10,5.10,3.49,26.21,28.56,N/A,RETURN,CLOSED
05/26/2018 07:26:29,2395650.22,295088.74,12.57,6.00,5.21,3.33,26.47,28.65,N/A,RETURN,CLOSED
05/26/2018 07:26:36,2395665.77,295160.34,16.88,6.10,5.08,3.83,26.51,28.77,N/A,RETURN,CLOSED
05/26/2018 07:26:41,2395682.35,295207.77,18.57,6.00,5.21,3.10,26.46,28.79,N/A,RETURN,CLOSED
05/26/2018 07:26:47,2395700.49,295269.32,21.03,6.20,5.08,3.87,26.50,28.24,N/A,RETURN,CLOSED
05/26/2018 07:26:53,2395720.72,295326.12,21.92,6.10,5.19,3.26,26.77,28.38,N/A,RETURN,CLOSED
05/26/2018 07:26:59,2395743.35,295384.31,25.60,6.00,5.12,3.92,26.77,28.28,N/A,RETURN,CLOSED
05/26/2018 07:27:05,2395767.02,295437.67,26.07,6.10,5.08,3.46,26.82,28.37,N/A,RETURN,CLOSED
05/26/2018 07:27:11,2395794.22,295493.24,27.81,6.10,5.12,3.74,26.89,28.44,N/A,RETURN,CLOSED
05/26/2018 07:27:17,2395825.09,295549.32,29.65,6.10,5.17,3.46,26.74,28.63,N/A,RETURN,CLOSED
05/26/2018 07:27:23,2395855.65,295608.72,30.99,6.20,5.08,3.69,26.66,28.59,N/A,RETURN,CLOSED
05/26/2018 07:27:29,2395885.79,295659.23,32.00,6.30,5.12,3.64,26.53,28.60,N/A,RETURN,CLOSED
05/26/2018 07:27:35,2395916.08,295712.38,34.87,6.10,5.03,3.60,26.63,28.82,N/A,RETURN,CLOSED
05/26/2018 07:27:42,2395954.84,295774.32,36.66,6.30,5.17,3.28,26.52,28.63,N/A,RETURN,CLOSED
05/26/2018 07:27:47,2395986.21,295820.46,38.93,6.10,5.08,3.51,26.57,28.38,N/A,RETURN,CLOSED
05/26/2018 07:27:53,2396024.81,295872.78,39.85,6.30,5.12,3.51,26.43,28.47,N/A,RETURN,CLOSED
05/26/2018 07:27:59,2396062.18,295923.05,42.13,6.10,5.12,3.46,26.62,28.37,N/A,RETURN,CLOSED
05/26/2018 07:28:05,2396100.60,295969.76,43.69,6.20,5.12,3.46,26.72,28.47,N/A,RETURN,CLOSED
05/26/2018 07:28:11,2396140.14,296015.72,45.34,6.20,5.12,3.55,26.79,28.49,N/A,RETURN,CLOSED
05/26/2018 07:28:17,2396182.31,296061.54,47.08,6.20,5.08,3.33,26.61,28.68,N/A,RETURN,CLOSED
05/26/2018 07:28:23,2396224.59,296108.60,47.73,6.20,5.21,3.28,26.47,28.55,N/A,RETURN,CLOSED
05/26/2018 07:28:29,2396270.69,296154.38,48.97,6.20,5.17,3.42,26.64,28.64,N/A,RETURN,CLOSED
05/26/2018 07:28:35,2396318.50,296198.81,50.81,6.20,5.17,3.60,26.72,28.75,N/A,RETURN,CLOSED
05/26/2018 07:28:41,2396363.16,296238.23,51.25,6.30,5.12,3.60,26.63,28.81,N/A,RETURN,CLOSED
05/26/2018 07:28:47,2396410.25,296276.12,53.38,6.20,5.17,3.69,26.58,28.41,N/A,RETURN,CLOSED
05/26/2018 07:28:53,2396460.35,296317.45,56.07,6.30,5.08,3.55,26.62,28.48,N/A,RETURN,CLOSED
05/26/2018 07:28:59,2396509.16,296353.61,57.56,6.20,5.12,3.33,26.67,28.42,N/A,RETURN,CLOSED
05/26/2018 07:29:05,2396559.92,296388.51,59.52,6.20,5.17,3.74,26.49,28.41,N/A,RETURN,CLOSED
05/26/2018 07:29:11,2396615.27,296425.84,61.04,6.20,5.03,3.83,26.78,28.40,N/A,RETURN,CLOSED
05/26/2018 07:29:17,2396670.12,296459.71,61.99,6.30,5.21,3.37,26.38,28.59,N/A,RETURN,CLOSED
05/26/2018 07:29:23,2396723.39,296493.62,64.13,6.20,5.12,3.64,26.53,28.43,N/A,RETURN,CLOSED
05/26/2018 07:29:29,2396777.78,296526.31,64.62,6.30,5.12,3.19,26.83,28.80,N/A,RETURN,CLOSED
05/26/2018 07:29:35,2396832.04,296556.86,64.92,6.10,5.21,3.46,26.78,28.59,N/A,RETURN,CLOSED
05/26/2018 07:29:41,2396890.34,296587.23,65.78,6.30,5.17,3.51,26.78,28.42,N/A,RETURN,CLOSED
05/26/2018 07:29:47,2396945.85,296617.74,67.70,6.20,5.12,3.33,26.65,28.42,N/A,RETURN,CLOSED
05/26/2018 07:29:53,2396999.90,296643.91,67.68,6.30,5.10,3.44,26.66,28.60,N/A,RETURN,CLOSED
05/26/2018 07:29:59,2397057.09,296670.33,69.88,6.30,5.12,3.60,26.67,28.48,N/A,RETURN,CLOSED
05/26/2018 07:30:05,2397113.86,296697.98,70.87,6.30,5.08,3.92,26.64,28.38,N/A,RETURN,CLOSED
05/26/2018 07:30:11,2397171.83,296723.40,69.82,6.20,5.12,3.74,26.49,28.43,N/A,RETURN,CLOSED
05/26/2018 07:30:17,2397228.88,296748.05,70.41,6.20,5.26,3.69,26.55,28.54,N/A,RETURN,CLOSED
05/26/2018 07:30:23,2397287.72,296774.48,71.42,6.20,5.17,3.55,26.58,28.52,N/A,RETURN,CLOSED
05/26/2018 07:30:29,2397349.91,296798.50,72.06,6.30,5.21,3.55,26.46,28.69,N/A,RETURN,CLOSED
05/26/2018 07:30:35,2397410.37,296823.63,70.84,6.30,5.12,3.33,26.66,28.69,N/A,RETURN,CLOSED
05/26/2018 07:30:41,2397469.69,296847.75,71.77,6.40,5.26,3.37,26.68,28.69,N/A,RETURN,CLOSED
05/26/2018 07:30:47,2397532.31,296869.02,72.24,6.30,5.17,3.46,26.73,28.69,N/A,RETURN,CLOSED
05/26/2018 07:30:53,2397593.93,296893.23,71.99,6.40,5.08,3.46,26.74,28.48,N/A,RETURN,CLOSED
05/26/2018 07:30:59,2397652.11,296913.53,70.35,6.30,5.21,3.46,26.78,28.49,N/A,RETURN,CLOSED
05/26/2018 07:31:05,2397712.84,296936.24,71.04,6.40,5.17,3.69,26.76,28.42,N/A,RETURN,CLOSED
05/26/2018 07:31:11,2397769.97,296956.53,71.70,6.30,5.21,3.37,26.61,28.49,N/A,RETURN,CLOSED
05/26/2018 07:31:17,2397832.86,296977.82,71.77,6.40,5.08,3.55,26.64,28.54,N/A,RETURN,CLOSED
05/26/2018 07:31:23,2397892.42,296997.86,69.92,6.30,5.21,3.60,26.50,28.51,N/A,RETURN,CLOSED
05/26/2018 07:31:29,2397950.60,297022.24,69.91,6.40,5.17,3.60,26.66,28.51,N/A,RETURN,CLOSED
05/26/2018 07:31:35,2398015.93,297042.66,72.10,6.30,5.17,3.69,26.72,28.56,N/A,RETURN,CLOSED
05/26/2018 07:31:41,2398078.11,297061.98,72.64,6.40,5.17,3.42,26.69,28.27,N/A,RETURN,CLOSED
05/26/2018 07:31:47,2398136.35,297083.76,73.50,6.30,5.08,3.24,26.69,28.62,N/A,RETURN,CLOSED
05/26/2018 07:31:53,2398195.68,297101.39,73.56,6.20,5.21,3.69,26.86,28.62,N/A,RETURN,CLOSED
05/26/2018 07:31:59,2398250.64,297123.29,72.43,6.20,5.17,3.51,26.86,28.32,N/A,RETURN,CLOSED
05/26/2018 07:32:05,2398308.60,297142.23,72.80,6.20,5.21,3.55,26.63,28.44,N/A,RETURN,CLOSED
05/26/2018 07:32:11,2398368.73,297162.27,71.73,6.10,5.12,3.60,26.48,28.61,N/A,RETURN,CLOSED
05/26/2018 07:32:17,2398432.76,297183.30,71.98,6.30,5.21,3.46,26.40,28.54,N/A,RETURN,CLOSED
05/26/2018 07:32:23,2398491.01,297204.01,72.00,6.20,5.17,3.60,26.50,28.59,N/A,RETURN,CLOSED
05/26/2018 07:32:29,2398552.08,297224.76,71.63,6.30,5.21,3.46,26.63,28.59,N/A,RETURN,CLOSED
05/26/2018 07:32:35,2398609.19,297247.37,69.28,6.20,5.21,3.51,26.63,28.51,N/A,RETURN,CLOSED
05/26/2018 07:32:41,2398664.44,297267.86,69.41,6.30,5.21,3.33,26.69,28.42,N/A,RETURN,CLOSED
05/26/2018 07:32:47,2398725.79,297290.09,68.09,6.30,5.14,3.62,26.78,28.42,N/A,RETURN,CLOSED
05/26/2018 07:32:53,2398788.65,297314.84,67.49,6.20,5.14,3.76,26.78,28.33,N/A,RETURN,CLOSED
05/26/2018 07:32:59,2398849.34,297338.96,66.09,6.20,5.08,3.64,26.70,28.36,N/A,RETURN,CLOSED
05/26/2018 07:33:05,2398907.98,297365.56,65.43,6.30,5.12,3.51,26.86,28.36,N/A,RETURN,CLOSED
05/26/2018 07:33:11,2398960.55,297389.82,65.46,6.30,5.17,3.55,26.53,28.65,N/A,RETURN,CLOSED
05/26/2018 07:33:17,2399017.63,297415.81,63.56,6.20,5.12,3.64,26.52,28.64,N/A,RETURN,CLOSED
05/26/2018 07:33:23,2399072.18,297442.25,62.95,6.20,5.17,3.69,26.40,28.70,N/A,RETURN,CLOSED
05/26/2018 07:33:29,2399131.44,297470.96,62.48,6.30,5.17,3.42,26.34,28.72,N/A,RETURN,CLOSED
05/26/2018 07:33:35,2399185.46,297502.52,62.52,6.30,5.21,3.42,26.61,28.44,N/A,RETURN,CLOSED
05/26/2018 07:33:41,2399240.33,297534.95,60.70,6.30,5.08,3.19,26.65,28.48,N/A,RETURN,CLOSED
05/26/2018 07:33:47,2399298.66,297566.85,60.95,6.30,5.08,3.42,26.72,28.34,N/A,RETURN,CLOSED
